gene_name,gene_code,predicted_cluster
INTS14,ENSG00000138614,-1
RAB11A,ENSG00000103769,-1
TIPIN,ENSG00000075131,49
SNAPC5,ENSG00000174446,30
RPL4,ENSG00000174444,4
PIAS1,ENSG00000033800,-1
ANP32A,ENSG00000140350,36
RPLP1,ENSG00000137818,-1
TLE3,ENSG00000140332,-1
PKM,ENSG00000067225,41
HEXA,ENSG00000213614,43
ARIH1,ENSG00000166233,-1
CLK3,ENSG00000179335,43
COX5A,ENSG00000178741,27
RPP25,ENSG00000178718,-1
SIN3A,ENSG00000169375,-1
SNUPN,ENSG00000169371,-1
ETFA,ENSG00000140374,51
RCN2,ENSG00000117906,-1
IDH3A,ENSG00000166411,-1
WDR61,ENSG00000140395,-1
PSMA4,ENSG00000041357,8
MORF4L1,ENSG00000185787,39
CTSH,ENSG00000103811,-1
RPS17,ENSG00000182774,0
CPEB1,ENSG00000214575,-1
RAMAC,ENSG00000169612,-1
C15orf40,ENSG00000169609,-1
HDGFL3,ENSG00000166503,-1
SEC11A,ENSG00000140612,-1
MRPL46,ENSG00000259494,-1
MRPS11,ENSG00000181991,24
MFGE8,ENSG00000140545,11
ABHD2,ENSG00000140526,10
FANCI,ENSG00000140525,9
POLG,ENSG00000140521,48
TICRR,ENSG00000140534,19
IDH2,ENSG00000182054,10
NGRN,ENSG00000182768,-1
IQGAP1,ENSG00000140575,14
LINC01578,ENSG00000272888,-1
CHD2,ENSG00000173575,42
NR2F2,ENSG00000185551,-1
MEF2A,ENSG00000068305,43
SNRPA1,ENSG00000131876,31
POLR3K,ENSG00000161980,-1
SNRNP25,ENSG00000161981,32
MPG,ENSG00000103152,-1
NPRL3,ENSG00000103148,11
HBZ,ENSG00000130656,11
HBA1,ENSG00000206172,11
HBQ1,ENSG00000086506,-1
LUC7L,ENSG00000007392,-1
MRPL28,ENSG00000086504,27
NME4,ENSG00000103202,-1
METTL26,ENSG00000130731,36
STUB1,ENSG00000103266,27
METRN,ENSG00000103260,-1
UBE2I,ENSG00000103275,-1
TELO2,ENSG00000100726,19
JPT2,ENSG00000206053,41
MRPS34,ENSG00000074071,-1
HAGH,ENSG00000063854,-1
NDUFB10,ENSG00000140990,27
RPS2,ENSG00000140988,-1
TBL3,ENSG00000183751,-1
GFER,ENSG00000127554,24
ZNF598,ENSG00000167962,-1
NPW,ENSG00000183971,41
NTHL1,ENSG00000065057,49
SNHG19,ENSG00000260260,6
PGP,ENSG00000184207,27
E4F1,ENSG00000167967,-1
ECI1,ENSG00000167969,-1
RNPS1,ENSG00000205937,27
CCNF,ENSG00000162063,7
ATP6V0C,ENSG00000185883,43
PDPK1,ENSG00000140992,-1
SRRM2,ENSG00000167978,-1
ELOB,ENSG00000103363,-1
PRSS21,ENSG00000007038,-1
FLYWCH2,ENSG00000162076,-1
HCFC1R1,ENSG00000103145,-1
THOC6,ENSG00000131652,-1
TRAP1,ENSG00000126602,33
CREBBP,ENSG00000005339,-1
TFAP4,ENSG00000090447,-1
PAM16,ENSG00000217930,27
DNAJA3,ENSG00000103423,-1
NMRAL1,ENSG00000153406,-1
MGRN1,ENSG00000102858,-1
GLYR1,ENSG00000140632,39
UBN1,ENSG00000118900,-1
CARHSP1,ENSG00000153048,11
C16orf72,ENSG00000182831,39
ATF7IP2,ENSG00000166669,6
NUBP1,ENSG00000103274,-1
SOCS1,ENSG00000185338,14
RSL1D1,ENSG00000171490,36
GSPT1,ENSG00000103342,36
PARN,ENSG00000140694,-1
NOMO1,ENSG00000103512,-1
RPS15A,ENSG00000134419,5
ARL6IP1,ENSG00000170540,-1
ACSM3,ENSG00000005187,6
THUMPD1,ENSG00000066654,-1
UQCRC2,ENSG00000140740,-1
MOSMO,ENSG00000185716,-1
POLR3E,ENSG00000058600,-1
EARS2,ENSG00000103356,41
NDUFAB1,ENSG00000004779,-1
DCTN5,ENSG00000166847,-1
PRKCB,ENSG00000166501,14
RBBP6,ENSG00000122257,-1
TNRC6A,ENSG00000090905,-1
GTF3C1,ENSG00000077235,-1
EIF3C,ENSG00000184110,-1
TUFM,ENSG00000178952,-1
BOLA2,ENSG00000183336,27
SPN,ENSG00000197471,41
QPRT,ENSG00000103485,21
CDIPT,ENSG00000103502,-1
TMEM219,ENSG00000149932,42
ALDOA,ENSG00000149925,-1
PPP4C,ENSG00000149923,39
CD2BP2,ENSG00000169217,-1
DCTPP1,ENSG00000179958,-1
SEPHS2,ENSG00000179918,-1
RNF40,ENSG00000103549,-1
SETD1A,ENSG00000099381,-1
KAT8,ENSG00000103510,20
FUS,ENSG00000089280,32
PYCARD,ENSG00000103490,14
VPS35,ENSG00000069329,-1
ORC6,ENSG00000091651,9
C16orf87,ENSG00000155330,-1
DNAJA2,ENSG00000069345,-1
NETO2,ENSG00000171208,-1
PHKB,ENSG00000102893,-1
CHD9,ENSG00000177200,-1
CRNDE,ENSG00000245694,16
NUDT21,ENSG00000167005,-1
OGFOD1,ENSG00000087263,-1
MT1X,ENSG00000187193,-1
HERPUD1,ENSG00000051108,3
FAM192A,ENSG00000172775,-1
CIAPIN1,ENSG00000005194,-1
POLR2C,ENSG00000102978,-1
CSNK2A2,ENSG00000070770,-1
GINS3,ENSG00000181938,19
CNOT1,ENSG00000125107,-1
CKLF,ENSG00000217555,14
CMTM3,ENSG00000140931,14
NAE1,ENSG00000159593,33
CIAO2B,ENSG00000166595,-1
E2F4,ENSG00000205250,39
TMEM208,ENSG00000168701,-1
GFOD2,ENSG00000141098,-1
THAP11,ENSG00000168286,-1
EDC4,ENSG00000038358,44
SNTB2,ENSG00000168807,-1
VPS4A,ENSG00000132612,27
COG8,ENSG00000213380,-1
NIP7,ENSG00000132603,36
NFAT5,ENSG00000102908,-1
NQO1,ENSG00000181019,-1
NOB1,ENSG00000141101,41
EXOSC6,ENSG00000223496,-1
AARS,ENSG00000090861,-1
COG4,ENSG00000103051,-1
CMTR2,ENSG00000180917,-1
IST1,ENSG00000182149,-1
DHODH,ENSG00000102967,-1
PSMD7,ENSG00000103035,8
ZNRF1,ENSG00000186187,-1
CFDP1,ENSG00000153774,-1
GABARAPL2,ENSG00000034713,-1
KARS,ENSG00000065427,51
TERF2IP,ENSG00000166848,-1
CMC2,ENSG00000103121,-1
GCSH,ENSG00000140905,34
PLCG2,ENSG00000197943,-1
MPHOSPH6,ENSG00000135698,51
HSBP1,ENSG00000230989,-1
COTL1,ENSG00000103187,10
ZDHHC7,ENSG00000153786,-1
GINS2,ENSG00000131153,-1
EMC8,ENSG00000131148,27
COX4I1,ENSG00000131143,-1
MAP1LC3B,ENSG00000140941,42
SLC7A5,ENSG00000103257,16
BANP,ENSG00000172530,6
ZC3H18,ENSG00000158545,-1
CYBA,ENSG00000051523,14
MVD,ENSG00000167508,2
CTU2,ENSG00000174177,51
APRT,ENSG00000198931,32
TRAPPC2L,ENSG00000167515,-1
CBFA2T3,ENSG00000129993,-1
ANKRD11,ENSG00000167522,-1
SPG7,ENSG00000197912,-1
RPL13,ENSG00000167526,5
DEF8,ENSG00000140995,-1
VPS53,ENSG00000141252,-1
GEMIN4,ENSG00000179409,-1
PRPF8,ENSG00000174231,-1
SERPINF1,ENSG00000132386,-1
TSR1,ENSG00000167721,-1
MNT,ENSG00000070444,-1
METTL16,ENSG00000127804,-1
CLUH,ENSG00000132361,31
EMC6,ENSG00000127774,28
ATP2A3,ENSG00000074370,15
MYBBP1A,ENSG00000132382,-1
PELP1,ENSG00000141456,-1
ARRB2,ENSG00000141480,-1
MED11,ENSG00000161920,-1
PSMB6,ENSG00000142507,-1
PFN1,ENSG00000108518,41
SPAG7,ENSG00000091640,-1
AC012146.1,ENSG00000234327,24
NUP88,ENSG00000108559,-1
C1QBP,ENSG00000108561,35
DHX33,ENSG00000005100,50
DERL2,ENSG00000072849,-1
MIS12,ENSG00000167842,-1
MED31,ENSG00000108590,-1
RNASEK,ENSG00000219200,40
ACADVL,ENSG00000072778,-1
PHF23,ENSG00000040633,-1
GABARAP,ENSG00000170296,-1
ELP5,ENSG00000170291,39
EIF5A,ENSG00000132507,35
GPS2,ENSG00000132522,39
POLR2A,ENSG00000181222,-1
EIF4A1,ENSG00000161960,33
WRAP53,ENSG00000141499,-1
NAA38,ENSG00000183011,-1
CHD3,ENSG00000170004,-1
VAMP2,ENSG00000220205,42
PFAS,ENSG00000178921,41
RPL26,ENSG00000161970,5
MYH10,ENSG00000133026,-1
SCO1,ENSG00000133028,50
ELAC2,ENSG00000006744,51
COX10,ENSG00000006695,39
UBB,ENSG00000170315,-1
SNHG29,ENSG00000175061,-1
FLCN,ENSG00000154803,45
COPS3,ENSG00000141030,-1
DRG2,ENSG00000108591,44
FLII,ENSG00000177731,-1
USP22,ENSG00000124422,-1
WSB1,ENSG00000109046,42
TMEM97,ENSG00000109084,2
IFT20,ENSG00000109083,-1
SUPT6H,ENSG00000109111,-1
RPL23A,ENSG00000198242,4
ERAL1,ENSG00000132591,24
PHF12,ENSG00000109118,45
NUFIP2,ENSG00000108256,-1
TP53I13,ENSG00000167543,-1
NSRP1,ENSG00000126653,39
BLMH,ENSG00000108578,-1
CRLF3,ENSG00000176390,44
ATAD5,ENSG00000176208,19
TEFM,ENSG00000172171,-1
NF1,ENSG00000196712,43
UTP6,ENSG00000108651,36
ZNF207,ENSG00000010244,-1
PSMD11,ENSG00000108671,8
TMEM98,ENSG00000006042,-1
NLE1,ENSG00000073536,41
SNHG30,ENSG00000267321,-1
AP2B1,ENSG00000006125,-1
TAF15,ENSG00000270647,-1
ZNHIT3,ENSG00000273611,-1
GGNBP2,ENSG00000278311,29
MRM1,ENSG00000278619,-1
AATF,ENSG00000275700,27
TADA2A,ENSG00000276234,-1
DDX52,ENSG00000278053,18
MLLT6,ENSG00000275023,37
PSMB3,ENSG00000277791,8
RPL23,ENSG00000125691,5
RPL19,ENSG00000108298,4
MED1,ENSG00000125686,-1
CDK12,ENSG00000167258,-1
PNMT,ENSG00000141744,-1
IKZF3,ENSG00000161405,39
PSMD3,ENSG00000108344,8
MED24,ENSG00000008838,44
MSL1,ENSG00000188895,-1
CASC3,ENSG00000108349,39
TOP2A,ENSG00000131747,7
SMARCE1,ENSG00000073584,-1
KRT10,ENSG00000186395,-1
TMEM99,ENSG00000167920,23
EIF1,ENSG00000173812,-1
JUP,ENSG00000173801,-1
ACLY,ENSG00000131473,-1
DNAJC7,ENSG00000168259,27
STAT5B,ENSG00000173757,-1
STAT5A,ENSG00000126561,-1
STAT3,ENSG00000168610,-1
CAVIN1,ENSG00000177469,10
ATP6V0A1,ENSG00000033627,-1
VPS25,ENSG00000131475,12
COA3,ENSG00000183978,28
PSME3,ENSG00000131467,49
RPL27,ENSG00000131469,0
VAT1,ENSG00000108828,21
ETV4,ENSG00000175832,-1
LSM12,ENSG00000161654,27
GRN,ENSG00000030582,40
DBF4B,ENSG00000161692,19
HEXIM1,ENSG00000186834,-1
FMNL1,ENSG00000184922,14
MYL4,ENSG00000198336,11
KPNB1,ENSG00000108424,36
MRPL10,ENSG00000159111,-1
SP2,ENSG00000167182,39
PNPO,ENSG00000108439,-1
HOXB2,ENSG00000173917,29
HOXB9,ENSG00000170689,16
CALCOCO2,ENSG00000136436,-1
ATP5MC1,ENSG00000159199,-1
SNF8,ENSG00000159210,-1
IGF2BP1,ENSG00000159217,51
PHB,ENSG00000167085,33
KAT7,ENSG00000136504,-1
MRPL27,ENSG00000108826,-1
LUC7L3,ENSG00000108848,-1
NME1,ENSG00000239672,35
NME2,ENSG00000243678,35
UTP18,ENSG00000011260,27
COX11,ENSG00000166260,24
STXBP4,ENSG00000166263,44
MRPS23,ENSG00000181610,27
SRSF1,ENSG00000136450,-1
DYNLL2,ENSG00000264364,-1
AC004687.1,ENSG00000265206,6
SUPT4H1,ENSG00000213246,43
RAD51C,ENSG00000108384,18
SMG8,ENSG00000167447,-1
CLTC,ENSG00000141367,-1
VMP1,ENSG00000062716,14
INTS2,ENSG00000108506,48
MED13,ENSG00000108510,43
METTL2A,ENSG00000087995,39
TLK2,ENSG00000146872,-1
DCAF7,ENSG00000136485,-1
LIMD2,ENSG00000136490,14
CCDC47,ENSG00000108588,51
FTSJ3,ENSG00000108592,-1
PSMC5,ENSG00000087191,-1
POLG2,ENSG00000256525,-1
DDX5,ENSG00000108654,-1
CEP95,ENSG00000258890,-1
PRKCA,ENSG00000154229,-1
PSMD12,ENSG00000197170,8
NOL11,ENSG00000130935,27
BPTF,ENSG00000171634,40
RPL38,ENSG00000172809,0
GPRC5C,ENSG00000170412,14
SLC9A3R1,ENSG00000109062,-1
MRPL58,ENSG00000167862,28
ATP5PD,ENSG00000167863,-1
JPT1,ENSG00000189159,7
SUMO2,ENSG00000188612,7
NUP85,ENSG00000125450,-1
MRPS7,ENSG00000125445,-1
GRB2,ENSG00000177885,-1
TSEN54,ENSG00000182173,-1
GALK1,ENSG00000108479,-1
H3F3B,ENSG00000132475,-1
WBP2,ENSG00000132471,42
MRPL38,ENSG00000204316,27
SRP68,ENSG00000167881,24
EXOC7,ENSG00000182473,-1
UBALD2,ENSG00000185262,43
SNHG16,ENSG00000163597,0
ST6GALNAC1,ENSG00000070526,-1
METTL23,ENSG00000181038,-1
SRSF2,ENSG00000161547,34
PGS1,ENSG00000087157,-1
USP36,ENSG00000055483,39
RPTOR,ENSG00000141564,39
CHMP6,ENSG00000176108,-1
NDUFAF8,ENSG00000224877,27
ACTG1,ENSG00000184009,16
OXLD1,ENSG00000204237,26
HGS,ENSG00000185359,-1
MRPL12,ENSG00000262814,-1
MCRIP1,ENSG00000225663,-1
P4HB,ENSG00000185624,3
ALYREF,ENSG00000183684,32
ANAPC11,ENSG00000141552,-1
SIRT7,ENSG00000187531,-1
MAFG,ENSG00000197063,43
PYCR1,ENSG00000183010,16
CENPX,ENSG00000169689,-1
RAC3,ENSG00000169750,36
DCXR,ENSG00000169738,51
GPS1,ENSG00000169727,-1
FASN,ENSG00000169710,1
CD7,ENSG00000173762,-1
NARF,ENSG00000141562,-1
METRNL,ENSG00000176845,22
USP14,ENSG00000101557,49
TYMS,ENSG00000176890,-1
YES1,ENSG00000176105,-1
MYL12A,ENSG00000101608,38
AP001531.1,ENSG00000287719,11
NDUFV2,ENSG00000178127,49
ANKRD12,ENSG00000101745,-1
TWSG1,ENSG00000128791,-1
VAPA,ENSG00000101558,39
AFG3L2,ENSG00000141385,-1
PTPN2,ENSG00000175354,-1
SEH1L,ENSG00000085415,50
FAM210A,ENSG00000177150,-1
RNMT,ENSG00000101654,-1
SNRPD1,ENSG00000167088,-1
MIB1,ENSG00000101752,-1
RBBP8,ENSG00000101773,19
RIOK3,ENSG00000101782,22
DSC2,ENSG00000134755,-1
DSG2,ENSG00000046604,44
INO80C,ENSG00000153391,44
GALNT1,ENSG00000141429,-1
C18orf21,ENSG00000141428,39
RPRD1A,ENSG00000141425,-1
SLC39A6,ENSG00000141424,-1
ELP2,ENSG00000134759,-1
ATP5F1A,ENSG00000152234,-1
HAUS1,ENSG00000152240,-1
IER3IP1,ENSG00000134049,-1
C18orf32,ENSG00000177576,-1
RPL17,ENSG00000265681,5
CXXC1,ENSG00000154832,44
TCF4,ENSG00000196628,-1
NARS,ENSG00000134440,-1
CNDP2,ENSG00000133313,39
TXNL4A,ENSG00000141759,-1
RBFA,ENSG00000101546,51
ADNP2,ENSG00000101544,-1
TPGS1,ENSG00000141933,43
CDC34,ENSG00000099804,26
BSG,ENSG00000172270,40
POLRMT,ENSG00000099821,-1
PRSS57,ENSG00000185198,16
PLPPR3,ENSG00000129951,-1
CFD,ENSG00000197766,14
MED16,ENSG00000175221,-1
ARID3A,ENSG00000116017,43
WDR18,ENSG00000065268,49
TMEM259,ENSG00000182087,-1
CNN2,ENSG00000064666,10
POLR2E,ENSG00000099817,49
GPX4,ENSG00000167468,-1
ATP5F1D,ENSG00000099624,-1
MIDN,ENSG00000167470,-1
CIRBP,ENSG00000099622,-1
NDUFS7,ENSG00000115286,-1
GAMT,ENSG00000130005,-1
DAZAP1,ENSG00000071626,-1
RPS15,ENSG00000115268,0
REEP6,ENSG00000115255,11
MBD3,ENSG00000071655,-1
UQCR11,ENSG00000127540,-1
KLF16,ENSG00000129911,39
MKNK2,ENSG00000099875,38
PLEKHJ1,ENSG00000104886,27
SF3A2,ENSG00000104897,-1
OAZ1,ENSG00000104904,7
LSM7,ENSG00000130332,-1
TIMM13,ENSG00000099800,-1
SLC39A3,ENSG00000141873,32
THOP1,ENSG00000172009,-1
TLE5,ENSG00000104964,-1
NFIC,ENSG00000141905,37
DOHH,ENSG00000129932,-1
MRPL54,ENSG00000183617,-1
EEF2,ENSG00000167658,5
MAP2K2,ENSG00000126934,27
SH3GL1,ENSG00000141985,-1
CHAF1A,ENSG00000167670,-1
HDGFL2,ENSG00000167674,-1
MYDGF,ENSG00000074842,3
PLIN3,ENSG00000105355,10
UHRF1,ENSG00000276043,-1
SAFB2,ENSG00000130254,-1
RPL36,ENSG00000130255,0
MICOS13,ENSG00000174917,-1
LONP1,ENSG00000196365,16
NDUFA11,ENSG00000174886,27
RANBP3,ENSG00000031823,-1
MLLT1,ENSG00000130382,-1
CLPP,ENSG00000125656,50
ZNF358,ENSG00000198816,-1
TRAPPC5,ENSG00000181029,12
MAP2K7,ENSG00000076984,-1
SNAPC2,ENSG00000104976,-1
TIMM44,ENSG00000104980,27
ELAVL1,ENSG00000066044,39
CD320,ENSG00000167775,-1
NDUFA7,ENSG00000267855,44
RPS28,ENSG00000233927,4
HNRNPM,ENSG00000099783,33
ZNF414,ENSG00000133250,-1
ZNF317,ENSG00000130803,-1
ZNF561,ENSG00000171469,-1
UBL5,ENSG00000198258,-1
PIN1,ENSG00000127445,28
PPAN,ENSG00000130810,36
EIF3G,ENSG00000130811,27
DNMT1,ENSG00000130816,-1
MRPL4,ENSG00000105364,36
FDX2,ENSG00000267673,-1
TYK2,ENSG00000105397,47
CDC37,ENSG00000105401,-1
KEAP1,ENSG00000079999,-1
KRI1,ENSG00000129347,-1
ILF3-DT,ENSG00000267100,6
ILF3,ENSG00000129351,32
CARM1,ENSG00000142453,51
TMEM205,ENSG00000105518,-1
ECSIT,ENSG00000130159,-1
ELOF1,ENSG00000130165,-1
ACP5,ENSG00000102575,40
WDR83OS,ENSG00000105583,22
DHPS,ENSG00000095059,-1
GET3,ENSG00000198356,-1
JUNB,ENSG00000171223,17
PRDX2,ENSG00000167815,11
MAST1,ENSG00000105613,-1
KLF1,ENSG00000105610,11
FARSA,ENSG00000179115,27
CALR,ENSG00000179218,3
RAD23A,ENSG00000179262,23
GADD45GIP1,ENSG00000179271,-1
LYL1,ENSG00000104903,-1
IER2,ENSG00000160888,17
CCDC130,ENSG00000104957,-1
DDX39A,ENSG00000123136,32
PKN1,ENSG00000123143,-1
DNAJB1,ENSG00000132002,-1
TECR,ENSG00000099797,-1
NDUFB7,ENSG00000099795,13
BRD4,ENSG00000141867,22
AKAP8L,ENSG00000011243,-1
WIZ,ENSG00000011451,-1
UCA1,ENSG00000214049,-1
TPM4,ENSG00000167460,14
FAM32A,ENSG00000105058,-1
CHERP,ENSG00000085872,-1
MED26,ENSG00000105085,-1
SMIM7,ENSG00000214046,26
SIN3B,ENSG00000127511,-1
USE1,ENSG00000053501,-1
MRPL34,ENSG00000130312,36
DDA1,ENSG00000130311,39
BST2,ENSG00000130303,10
PGLS,ENSG00000130313,-1
RPL18A,ENSG00000105640,4
CCDC124,ENSG00000007080,49
PIK3R2,ENSG00000105647,-1
JUND,ENSG00000130522,17
LSM4,ENSG00000130520,36
PGPEP1,ENSG00000130517,22
GDF15,ENSG00000130513,17
ELL,ENSG00000105656,-1
UBA52,ENSG00000221983,0
REX1BD,ENSG00000006015,-1
UPF1,ENSG00000005007,-1
COPE,ENSG00000105669,22
DDX49,ENSG00000105671,-1
HOMER3,ENSG00000051128,-1
TMEM161A,ENSG00000064545,-1
NR2C2AP,ENSG00000184162,-1
SUGP1,ENSG00000105705,-1
MAU2,ENSG00000129933,45
NDUFA13,ENSG00000186010,-1
ZNF714,ENSG00000160352,39
ZNF431,ENSG00000196705,-1
ZNF708,ENSG00000182141,-1
ZNF675,ENSG00000197372,-1
LINC00662,ENSG00000261824,15
AC079466.1,ENSG00000266976,11
UQCRFS1,ENSG00000169021,-1
POP4,ENSG00000105171,-1
CCNE1,ENSG00000105173,-1
URI1,ENSG00000105176,50
ZNF507,ENSG00000168813,-1
PDCD5,ENSG00000105185,27
ANKRD27,ENSG00000105186,-1
GPATCH1,ENSG00000076650,39
CEBPG,ENSG00000153879,15
UBA2,ENSG00000126261,-1
FXYD5,ENSG00000089327,-1
TMEM147,ENSG00000105677,28
RBM42,ENSG00000126254,-1
COX6B1,ENSG00000126267,13
POLR2I,ENSG00000105258,-1
TBCB,ENSG00000105254,39
CAPNS1,ENSG00000126247,-1
PPP1R14A,ENSG00000167641,27
PSMD8,ENSG00000099341,-1
EIF3K,ENSG00000178982,-1
ACTN4,ENSG00000130402,46
HNRNPL,ENSG00000104824,-1
NFKBIB,ENSG00000104825,-1
SARS2,ENSG00000104835,-1
MRPS12,ENSG00000128626,-1
FBXO17,ENSG00000269190,26
GMFG,ENSG00000130755,10
SAMD4B,ENSG00000179134,45
PAF1,ENSG00000006712,-1
MED29,ENSG00000063322,-1
RPS16,ENSG00000105193,4
SUPT5H,ENSG00000196235,43
TIMM50,ENSG00000105197,-1
FBL,ENSG00000105202,32
PSMC4,ENSG00000013275,8
AKT2,ENSG00000105221,47
PLD3,ENSG00000105223,40
BLVRB,ENSG00000090013,11
LTBP4,ENSG00000090006,-1
SNRPA,ENSG00000077312,-1
TGFB1,ENSG00000105329,38
EXOSC5,ENSG00000077348,27
RPS19,ENSG00000105372,4
RABAC1,ENSG00000105404,-1
ZNF574,ENSG00000105732,-1
ETHE1,ENSG00000105755,-1
ZNF428,ENSG00000131116,-1
SMG9,ENSG00000105771,-1
TOMM40,ENSG00000130204,-1
APOE,ENSG00000130203,21
APOC1,ENSG00000130208,11
CLASRP,ENSG00000104859,-1
PPP1R37,ENSG00000104866,-1
TRAPPC6A,ENSG00000007255,42
ERCC2,ENSG00000104884,-1
CD3EAP,ENSG00000117877,-1
ERCC1,ENSG00000012061,-1
VASP,ENSG00000125753,14
SNRPD2,ENSG00000125743,41
SYMPK,ENSG00000125755,-1
IGFL2-AS1,ENSG00000268621,21
CALM3,ENSG00000160014,-1
SLC1A5,ENSG00000105281,16
AP2S1,ENSG00000042753,-1
TMEM160,ENSG00000130748,49
ZC3H4,ENSG00000130749,-1
SAE1,ENSG00000142230,-1
CCDC9,ENSG00000105321,48
NOP53,ENSG00000105373,-1
SELENOW,ENSG00000178980,-1
EMP3,ENSG00000142227,38
KDELR1,ENSG00000105438,3
RPL18,ENSG00000063177,5
PPP1R15A,ENSG00000087074,-1
NUCB1,ENSG00000104805,-1
BAX,ENSG00000087088,-1
FTL,ENSG00000087086,-1
SNRNP70,ENSG00000104852,31
PIH1D1,ENSG00000104872,19
RPL13A,ENSG00000142541,4
RPS11,ENSG00000142534,4
FCGRT,ENSG00000104870,-1
NOSIP,ENSG00000142546,-1
PRMT1,ENSG00000126457,-1
AP2A1,ENSG00000196961,-1
AKT1S1,ENSG00000204673,44
NUP62,ENSG00000213024,19
ATF5,ENSG00000169136,-1
POLD1,ENSG00000062822,19
CTU1,ENSG00000142544,-1
CD33,ENSG00000105383,10
ETFB,ENSG00000105379,-1
PPP2R1A,ENSG00000105568,-1
ZNF83,ENSG00000167766,-1
NDUFA3,ENSG00000170906,39
TFPT,ENSG00000105619,-1
PRPF31,ENSG00000105618,-1
CNOT3,ENSG00000088038,39
MBOAT7,ENSG00000125505,-1
RPS9,ENSG00000170889,5
LENG8,ENSG00000167615,-1
TNNT1,ENSG00000105048,10
DNAAF3,ENSG00000167646,51
RPL28,ENSG00000108107,4
UBE2S,ENSG00000108106,7
ISOC2,ENSG00000063241,32
ZNF580,ENSG00000213015,-1
U2AF2,ENSG00000063244,31
ZNF787,ENSG00000142409,-1
AC005261.1,ENSG00000268205,-1
ERVK3-1,ENSG00000142396,23
RPS5,ENSG00000083845,4
SLC27A5,ENSG00000083807,-1
TRIM28,ENSG00000130726,31
CHMP2A,ENSG00000130724,-1
UBE2M,ENSG00000130725,-1
TRIB3,ENSG00000101255,15
CSNK2A1,ENSG00000101266,39
SNRPB,ENSG00000125835,-1
NOP56,ENSG00000101361,33
IDH3B,ENSG00000101365,8
MRPS26,ENSG00000125901,36
FASTKD5,ENSG00000215251,-1
DDRGK1,ENSG00000198171,24
CDC25B,ENSG00000101224,7
TMEM230,ENSG00000089063,-1
CDS2,ENSG00000101290,-1
ESF1,ENSG00000089048,-1
NDUFAF5,ENSG00000101247,-1
SNX5,ENSG00000089006,41
PET117,ENSG00000232838,-1
POLR3F,ENSG00000132664,-1
SMIM26,ENSG00000232388,-1
NAA20,ENSG00000173418,-1
XRN2,ENSG00000088930,-1
NXT1,ENSG00000132661,27
CST3,ENSG00000101439,40
GINS1,ENSG00000101003,-1
ID1,ENSG00000125968,10
TPX2,ENSG00000088325,7
PDRG1,ENSG00000088356,-1
ASXL1,ENSG00000171456,47
COMMD7,ENSG00000149600,22
E2F1,ENSG00000101412,19
EIF2S2,ENSG00000125977,41
AHCY,ENSG00000101444,-1
DYNLRB1,ENSG00000125971,22
ACSS2,ENSG00000131069,2
MMP24OS,ENSG00000126005,-1
EIF6,ENSG00000242372,27
CPNE1,ENSG00000214078,-1
RBM12,ENSG00000244462,41
NFS1,ENSG00000244005,44
ROMO1,ENSG00000125995,12
RBM39,ENSG00000131051,-1
SCAND1,ENSG00000171222,43
AAR2,ENSG00000131043,-1
RAB5IF,ENSG00000101084,27
DSN1,ENSG00000149636,19
RPN2,ENSG00000118705,-1
CTNNBL1,ENSG00000132792,18
TTI1,ENSG00000101407,44
RPRD1B,ENSG00000101413,39
SNHG17,ENSG00000196756,26
TOP1,ENSG00000198900,44
MYBL2,ENSG00000101057,-1
SERINC3,ENSG00000132824,43
PKIG,ENSG00000168734,30
ADA,ENSG00000196839,-1
YWHAB,ENSG00000166913,-1
DBNDD2,ENSG00000244274,-1
DNTTIP1,ENSG00000101457,-1
TP53RK,ENSG00000172315,39
NCOA3,ENSG00000124151,42
CSE1L,ENSG00000124207,32
DDX27,ENSG00000124228,27
ZFAS1,ENSG00000177410,-1
B4GALT5,ENSG00000158470,-1
RNF114,ENSG00000124226,23
UBE2V1,ENSG00000244687,-1
CEBPB,ENSG00000172216,15
PTPN1,ENSG00000196396,-1
ADNP,ENSG00000101126,39
FAM210B,ENSG00000124098,11
CSTF1,ENSG00000101138,44
RAE1,ENSG00000101146,24
CTCFL,ENSG00000124092,37
VAPB,ENSG00000124164,26
STX16,ENSG00000124222,22
GNAS,ENSG00000087460,-1
NELFCD,ENSG00000101158,41
CTSZ,ENSG00000101160,-1
ATP5F1E,ENSG00000124172,13
PRELID3B,ENSG00000101166,-1
SYCP2,ENSG00000196074,-1
PSMA7,ENSG00000101182,-1
ADRM1,ENSG00000130706,8
RPS21,ENSG00000171858,-1
MRGBP,ENSG00000101189,-1
PPDPF,ENSG00000125534,-1
PRPF6,ENSG00000101161,-1
AC079801.1,ENSG00000279669,11
SAMSN1,ENSG00000155307,42
NRIP1,ENSG00000180530,-1
MRPL39,ENSG00000154719,27
ATP5PF,ENSG00000154723,-1
N6AMT1,ENSG00000156239,-1
LTN1,ENSG00000198862,-1
CCT8,ENSG00000156261,33
SOD1,ENSG00000142168,32
SCAF4,ENSG00000156304,45
MIS18A,ENSG00000159055,28
PAXBP1,ENSG00000159086,-1
IFNGR2,ENSG00000159128,-1
GART,ENSG00000159131,32
SON,ENSG00000159140,-1
DONSON,ENSG00000159147,19
ATP5PO,ENSG00000241837,28
MRPS6,ENSG00000243927,24
